user_id,signup_date,segment,device,region,acquisition_channel
104,2026-01-30,power,web,northeast,partner
105,2025-12-27,returning,ios,midwest,partner
106,2026-01-22,returning,web,midwest,partner
107,2026-01-18,returning,ios,midwest,organic
108,2026-01-15,new,android,northeast,partner
109,2026-01-29,new,web,south,paid_search
110,2026-02-10,power,ios,west,lifecycle
111,2026-01-06,returning,ios,south,organic
112,2026-02-12,new,android,south,paid_search
113,2025-12-27,new,android,west,partner
114,2026-01-04,returning,web,midwest,partner
115,2026-01-05,new,web,west,organic
116,2026-02-19,power,ios,northeast,organic
117,2025-12-23,returning,ios,west,paid_search
118,2026-01-11,returning,web,west,partner
119,2026-01-13,returning,ios,west,paid_search
120,2026-02-09,returning,web,west,paid_search
121,2026-01-18,returning,android,west,paid_search
122,2026-02-20,returning,ios,west,organic
123,2026-02-04,new,web,west,organic
124,2026-02-02,returning,ios,west,organic
125,2026-02-05,new,android,south,paid_search
126,2025-12-26,returning,android,south,paid_search
127,2026-01-15,new,android,south,organic
128,2026-01-25,new,android,west,paid_search
129,2025-12-29,new,android,west,partner
130,2025-12-23,returning,web,west,lifecycle
131,2025-12-24,new,web,west,organic
132,2026-02-08,power,android,midwest,lifecycle
133,2026-01-29,returning,ios,northeast,paid_search
134,2026-01-03,returning,web,northeast,paid_search
135,2026-02-04,returning,web,south,partner
136,2026-02-01,new,ios,south,partner
137,2026-02-10,power,android,west,lifecycle
138,2026-02-16,returning,android,midwest,paid_search
139,2026-02-14,returning,ios,midwest,partner
140,2025-12-27,new,android,northeast,organic
141,2026-02-06,returning,ios,northeast,organic
142,2026-01-11,returning,web,south,paid_search
143,2026-01-12,power,web,midwest,lifecycle
144,2026-01-29,returning,web,northeast,paid_search
145,2026-01-26,returning,android,west,lifecycle
146,2026-01-13,new,ios,northeast,organic
147,2026-02-22,new,web,west,partner
148,2025-12-27,returning,web,northeast,partner
149,2025-12-21,returning,android,midwest,lifecycle
150,2025-12-17,new,web,west,paid_search
151,2026-02-09,power,ios,midwest,paid_search
152,2026-01-12,power,web,west,organic
153,2026-01-14,new,ios,midwest,organic
154,2026-01-29,returning,ios,northeast,paid_search
155,2026-01-14,new,android,midwest,paid_search
156,2026-01-24,returning,ios,northeast,organic
157,2025-12-19,new,ios,west,paid_search
158,2025-12-25,returning,ios,west,paid_search
159,2026-02-18,returning,android,south,lifecycle
160,2026-01-15,returning,web,west,organic
161,2025-12-26,new,ios,south,lifecycle
162,2026-01-09,power,android,west,lifecycle
163,2026-01-07,new,web,south,paid_search
164,2026-01-03,new,ios,south,partner
165,2026-01-04,returning,ios,northeast,organic
166,2026-02-04,returning,web,west,partner
167,2025-12-22,power,web,northeast,paid_search
168,2026-01-05,power,android,south,paid_search
169,2026-01-16,new,web,west,paid_search
170,2026-01-21,power,ios,south,organic
171,2026-02-14,new,android,south,lifecycle
172,2026-02-17,returning,web,west,partner
173,2026-01-04,new,ios,south,partner
174,2026-01-21,power,web,west,lifecycle
175,2025-12-16,new,android,south,partner
176,2026-01-27,new,web,south,paid_search
177,2025-12-25,returning,android,south,lifecycle
178,2025-12-20,power,android,northeast,organic
179,2026-01-31,power,ios,west,paid_search
180,2025-12-27,returning,ios,northeast,organic
181,2026-01-17,power,web,northeast,lifecycle
182,2025-12-22,power,ios,northeast,paid_search
183,2026-02-05,returning,ios,northeast,organic
184,2026-02-06,new,ios,west,paid_search
185,2026-01-24,returning,ios,south,paid_search
186,2026-02-11,returning,web,west,paid_search
187,2026-01-14,returning,android,northeast,partner
188,2025-12-28,new,web,midwest,lifecycle
189,2025-12-25,returning,ios,west,paid_search
190,2025-12-30,new,android,northeast,organic
191,2025-12-29,power,android,west,paid_search
192,2026-01-06,new,android,south,paid_search
193,2025-12-30,new,web,midwest,organic
194,2026-01-25,power,web,west,partner
195,2025-12-25,new,web,midwest,partner
196,2026-01-27,new,ios,northeast,organic
197,2026-01-07,returning,ios,west,organic
198,2026-02-01,power,android,south,paid_search
199,2026-01-19,new,ios,west,paid_search
200,2026-02-16,new,web,midwest,lifecycle
201,2026-01-14,returning,android,west,partner
202,2026-01-04,power,android,northeast,lifecycle
203,2026-01-25,returning,web,northeast,lifecycle
204,2026-01-30,new,web,west,partner
205,2026-01-14,new,ios,west,lifecycle
206,2026-01-23,new,ios,midwest,organic
207,2026-01-16,new,android,midwest,paid_search
208,2026-01-05,returning,android,south,paid_search
209,2026-01-05,new,ios,west,paid_search
210,2026-02-16,returning,android,west,paid_search
211,2026-01-31,returning,web,northeast,organic
212,2025-12-21,returning,web,south,partner
213,2026-02-20,new,android,northeast,lifecycle
214,2026-02-02,power,android,south,organic
215,2025-12-18,returning,ios,northeast,paid_search
216,2026-02-03,returning,android,west,partner
217,2026-01-25,new,ios,west,organic
218,2026-02-17,new,android,northeast,paid_search
219,2026-01-18,power,android,northeast,organic
220,2026-01-20,returning,ios,west,organic
221,2026-01-06,new,ios,south,paid_search
222,2026-01-06,returning,ios,south,lifecycle
223,2026-01-27,returning,web,south,partner
224,2026-02-10,power,android,west,partner
225,2026-02-15,new,ios,northeast,paid_search
226,2026-02-06,power,web,west,lifecycle
227,2026-01-26,new,android,midwest,partner
228,2026-01-19,returning,android,west,paid_search
229,2026-01-07,returning,web,west,partner
230,2026-02-06,new,ios,midwest,organic
231,2026-01-06,new,ios,south,organic
232,2026-01-02,returning,android,midwest,paid_search
233,2026-02-13,power,ios,west,organic
234,2026-01-25,returning,android,northeast,paid_search
235,2026-01-08,power,ios,midwest,paid_search
236,2026-02-13,power,ios,northeast,paid_search
237,2026-02-20,returning,ios,west,lifecycle
238,2026-01-06,returning,android,west,organic
239,2026-01-20,new,ios,south,organic
240,2026-01-17,new,ios,south,organic
241,2026-02-02,power,web,west,lifecycle
242,2026-02-19,returning,ios,west,organic
243,2026-01-22,new,android,south,lifecycle
244,2026-02-08,returning,ios,west,organic
245,2026-01-25,returning,ios,south,paid_search
246,2026-02-15,power,ios,west,organic
247,2026-01-12,returning,android,west,organic
248,2026-01-10,returning,ios,midwest,lifecycle
249,2026-01-13,returning,web,south,lifecycle
250,2026-02-22,returning,web,south,organic
251,2026-01-26,returning,ios,south,lifecycle
252,2025-12-25,power,ios,midwest,organic
253,2025-12-17,returning,ios,south,paid_search
254,2026-01-20,new,android,midwest,organic
255,2026-02-09,new,ios,northeast,paid_search
256,2026-01-17,returning,web,south,lifecycle
257,2026-01-23,power,web,northeast,paid_search
258,2026-02-08,new,web,northeast,organic
259,2026-01-20,new,android,west,organic
260,2026-02-16,returning,web,south,paid_search
261,2026-01-28,new,ios,midwest,paid_search
262,2026-02-04,power,android,northeast,partner
263,2026-02-07,new,ios,south,paid_search
264,2026-01-27,new,web,west,organic
265,2025-12-18,power,android,south,organic
266,2026-01-13,new,web,west,paid_search
267,2025-12-24,new,ios,midwest,paid_search
268,2026-01-19,new,web,south,partner
269,2025-12-25,new,android,midwest,lifecycle
270,2026-01-19,new,android,northeast,paid_search
271,2026-01-08,new,web,midwest,lifecycle
272,2025-12-16,new,android,midwest,organic
273,2025-12-23,new,android,midwest,partner
274,2026-01-19,returning,android,northeast,partner
275,2025-12-20,returning,ios,northeast,partner
276,2026-02-12,returning,ios,west,lifecycle
277,2026-02-06,new,ios,south,organic
278,2026-02-02,returning,ios,west,organic
279,2025-12-27,power,web,northeast,organic
280,2026-02-08,power,android,midwest,paid_search
281,2026-01-28,new,ios,south,partner
282,2026-01-11,new,android,west,paid_search
283,2025-12-15,new,android,south,paid_search
284,2026-01-21,new,android,midwest,paid_search
285,2026-02-08,returning,web,west,paid_search
286,2025-12-17,returning,web,west,organic
287,2025-12-18,new,android,northeast,organic
288,2026-01-10,returning,ios,midwest,organic
289,2026-01-19,returning,android,west,paid_search
290,2026-01-17,new,android,west,organic
291,2026-01-13,power,android,northeast,organic
292,2026-01-01,new,android,midwest,partner
293,2025-12-19,power,android,midwest,organic
294,2025-12-17,new,ios,west,organic
295,2025-12-21,power,ios,west,organic
296,2026-02-01,power,android,west,lifecycle
297,2026-02-08,power,ios,midwest,partner
298,2026-01-14,power,ios,west,organic
299,2025-12-20,returning,web,west,organic
300,2026-01-13,returning,android,midwest,paid_search
301,2026-02-21,returning,ios,northeast,lifecycle
302,2026-01-01,new,android,midwest,organic
303,2026-01-18,returning,web,south,paid_search
304,2026-01-21,returning,ios,south,lifecycle
305,2026-01-07,power,web,south,partner
306,2026-01-14,returning,web,west,paid_search
307,2026-01-17,returning,android,south,paid_search
308,2026-01-17,returning,android,south,paid_search
309,2026-02-03,new,ios,midwest,organic
310,2026-01-24,new,web,northeast,paid_search
311,2025-12-18,returning,android,northeast,lifecycle
312,2025-12-15,returning,web,west,lifecycle
313,2026-01-12,new,android,south,organic
314,2026-02-16,returning,ios,west,organic
315,2025-12-17,returning,ios,south,organic
316,2025-12-19,new,android,west,paid_search
317,2026-01-31,returning,android,west,partner
318,2026-01-15,returning,ios,midwest,paid_search
319,2025-12-31,new,web,south,paid_search
320,2025-12-29,power,web,northeast,organic
321,2026-01-30,power,android,west,paid_search
322,2026-01-20,returning,android,west,organic
323,2026-01-28,new,ios,south,partner
324,2026-01-03,returning,web,west,lifecycle
325,2026-01-20,power,ios,west,organic
326,2026-02-13,returning,web,northeast,lifecycle
327,2026-01-06,power,android,west,organic
328,2026-01-11,returning,android,west,lifecycle
329,2025-12-26,returning,ios,south,organic
330,2026-01-28,new,ios,south,paid_search
331,2025-12-17,returning,web,midwest,lifecycle
332,2026-01-01,new,android,south,paid_search
333,2026-02-02,returning,android,northeast,paid_search
334,2025-12-16,power,web,west,paid_search
335,2026-02-22,new,web,south,organic
336,2026-01-12,returning,web,midwest,organic
337,2026-01-11,new,ios,northeast,organic
338,2026-01-21,returning,android,south,lifecycle
339,2026-01-28,new,web,south,organic
340,2026-01-16,power,android,west,organic
341,2026-02-14,new,ios,west,organic
342,2026-02-20,power,web,west,lifecycle
343,2025-12-29,power,android,midwest,paid_search
344,2026-02-02,returning,android,west,paid_search
345,2026-01-05,returning,web,midwest,organic
346,2026-02-22,returning,android,west,partner
347,2026-01-01,power,android,northeast,lifecycle
348,2026-01-04,new,android,northeast,organic
349,2026-02-02,returning,android,west,partner
350,2026-02-08,new,ios,west,organic
351,2025-12-24,returning,web,west,paid_search
352,2026-01-22,new,web,northeast,paid_search
353,2026-01-08,returning,ios,west,paid_search
354,2026-01-26,returning,ios,south,organic
355,2026-01-22,returning,web,south,organic
356,2026-02-22,returning,ios,northeast,organic
357,2026-02-18,returning,android,south,organic
358,2026-01-29,returning,android,south,organic
359,2026-01-31,returning,android,northeast,partner
360,2026-02-15,returning,ios,west,partner
361,2025-12-27,power,android,northeast,organic
362,2026-02-03,new,android,west,organic
363,2026-02-07,new,android,south,organic
364,2025-12-23,new,ios,northeast,organic
365,2026-02-14,returning,android,midwest,organic
366,2026-02-01,returning,android,midwest,organic
367,2026-01-08,returning,ios,west,partner
368,2026-01-17,returning,ios,south,partner
369,2026-01-18,new,ios,south,paid_search
370,2026-02-17,power,ios,south,organic
371,2026-02-20,returning,ios,south,lifecycle
372,2026-02-09,new,web,west,paid_search
373,2026-01-29,returning,android,west,lifecycle
374,2025-12-22,new,web,west,paid_search
375,2026-02-17,new,web,south,organic
376,2025-12-24,new,ios,west,organic
377,2025-12-26,power,android,northeast,paid_search
378,2025-12-19,returning,web,midwest,lifecycle
379,2026-02-19,returning,android,west,organic
380,2026-01-18,returning,android,midwest,lifecycle
381,2025-12-31,returning,android,northeast,organic
382,2025-12-20,power,ios,west,lifecycle
383,2026-01-12,returning,android,west,lifecycle
384,2026-02-03,returning,web,west,organic
385,2026-02-22,returning,web,west,paid_search
386,2026-01-22,power,ios,midwest,partner
387,2026-01-26,returning,web,northeast,organic
388,2026-02-11,power,ios,west,lifecycle
389,2026-02-16,new,web,midwest,organic
390,2026-01-03,power,ios,west,paid_search
391,2026-02-22,returning,web,midwest,paid_search
392,2026-01-20,new,web,midwest,partner
393,2026-02-18,returning,ios,south,lifecycle
394,2025-12-23,returning,ios,west,paid_search
395,2025-12-21,new,web,midwest,partner
396,2026-02-14,returning,ios,northeast,lifecycle
397,2026-01-31,power,android,west,paid_search
398,2025-12-27,new,web,west,paid_search
399,2026-02-15,returning,android,west,partner
400,2025-12-22,returning,android,south,partner
401,2026-01-31,new,android,midwest,paid_search
402,2025-12-29,power,ios,northeast,lifecycle
403,2025-12-19,returning,web,midwest,organic
404,2026-02-09,new,ios,northeast,lifecycle
405,2026-02-12,power,ios,northeast,lifecycle
406,2025-12-22,power,ios,west,lifecycle
407,2025-12-21,new,web,south,organic
408,2026-01-27,power,ios,west,paid_search
409,2025-12-17,new,web,west,organic
410,2026-02-05,power,web,northeast,paid_search
411,2026-02-17,returning,web,midwest,partner
412,2026-02-05,returning,web,northeast,paid_search
413,2025-12-31,new,web,south,organic
414,2025-12-28,power,web,south,paid_search
415,2026-01-31,new,ios,south,organic
416,2025-12-19,new,web,west,paid_search
417,2026-01-21,new,android,west,organic
418,2026-01-15,returning,android,south,lifecycle
419,2026-02-05,new,web,west,paid_search
420,2025-12-29,power,web,northeast,lifecycle
421,2026-02-06,returning,web,west,lifecycle
422,2026-02-01,new,android,west,organic
423,2025-12-31,new,android,midwest,partner
424,2026-01-08,new,android,west,organic
425,2025-12-19,returning,android,northeast,paid_search
426,2026-01-15,power,android,midwest,organic
427,2026-01-02,new,ios,west,paid_search
428,2025-12-22,power,ios,midwest,lifecycle
429,2026-01-23,new,web,midwest,lifecycle
430,2026-01-23,power,android,midwest,lifecycle
431,2025-12-21,power,web,northeast,organic
432,2025-12-27,returning,android,midwest,organic
433,2025-12-20,returning,ios,midwest,lifecycle
434,2026-01-31,power,ios,west,paid_search
435,2026-01-07,new,ios,midwest,paid_search
436,2025-12-19,new,web,northeast,organic
437,2025-12-28,new,ios,midwest,organic
438,2026-02-21,returning,android,midwest,organic
439,2026-01-01,returning,web,south,paid_search
440,2026-01-31,returning,web,midwest,organic
441,2026-01-16,power,ios,northeast,paid_search
442,2025-12-27,new,ios,west,paid_search
443,2026-01-05,returning,ios,west,paid_search
444,2025-12-15,new,ios,south,organic
445,2026-02-05,new,ios,south,lifecycle
446,2026-01-07,returning,android,south,organic
447,2026-01-18,power,web,west,partner
448,2025-12-25,returning,android,south,partner
449,2026-02-10,new,android,midwest,organic
450,2025-12-30,returning,ios,midwest,lifecycle
451,2026-01-23,new,web,midwest,partner
452,2026-02-14,power,android,midwest,organic
453,2026-02-02,returning,web,midwest,paid_search
454,2026-01-26,new,web,northeast,paid_search
455,2026-02-15,new,ios,midwest,lifecycle
456,2025-12-27,new,ios,south,lifecycle
457,2026-02-20,power,ios,midwest,lifecycle
458,2026-01-22,returning,android,west,lifecycle
459,2026-01-12,returning,web,west,paid_search
460,2026-01-01,returning,android,south,lifecycle
461,2026-02-05,returning,web,northeast,organic
462,2026-02-21,new,android,midwest,lifecycle
463,2026-02-01,power,ios,west,paid_search
464,2025-12-17,new,ios,midwest,organic
465,2026-01-16,returning,android,west,partner
466,2026-02-04,returning,android,midwest,lifecycle
467,2026-01-11,returning,android,northeast,organic
468,2026-02-07,power,ios,midwest,organic
469,2026-02-02,new,web,midwest,organic
470,2025-12-19,returning,ios,south,lifecycle
471,2026-01-23,returning,web,south,organic
472,2025-12-27,returning,ios,northeast,organic
473,2026-01-18,new,ios,midwest,organic
474,2026-01-10,new,android,south,organic
475,2026-02-09,new,android,south,organic
476,2026-02-13,new,android,west,organic
477,2026-01-16,returning,android,west,lifecycle
478,2026-01-21,returning,web,west,lifecycle
479,2026-01-27,returning,android,south,lifecycle
480,2026-01-29,returning,android,northeast,organic
481,2026-01-28,returning,android,south,organic
482,2026-02-07,new,ios,west,partner
483,2026-02-21,returning,android,west,lifecycle
484,2026-02-10,new,ios,south,organic
485,2025-12-24,new,android,northeast,partner
486,2026-01-17,returning,ios,south,partner
487,2026-01-16,returning,web,midwest,partner
488,2026-01-19,new,android,northeast,partner
489,2026-01-20,returning,web,west,paid_search
490,2026-02-03,returning,android,midwest,organic
491,2026-01-13,returning,ios,northeast,organic
492,2026-01-02,returning,web,south,paid_search
493,2026-01-16,returning,android,west,lifecycle
494,2026-02-12,new,web,northeast,organic
495,2026-01-05,returning,android,northeast,paid_search
496,2025-12-16,returning,android,south,lifecycle
497,2026-02-21,returning,web,south,partner
498,2025-12-28,returning,android,west,partner
499,2026-01-26,returning,ios,northeast,organic
500,2026-02-09,returning,android,south,lifecycle
501,2026-01-03,returning,android,west,organic
502,2026-01-07,power,web,midwest,organic
503,2026-01-03,power,android,northeast,paid_search
504,2025-12-25,returning,android,northeast,partner
505,2025-12-25,returning,web,west,partner
506,2025-12-28,returning,android,west,organic
507,2026-01-16,new,web,northeast,organic
508,2026-01-21,power,android,northeast,lifecycle
509,2025-12-16,returning,ios,south,partner
510,2026-02-12,new,web,midwest,paid_search
511,2026-01-31,new,ios,south,lifecycle
512,2025-12-19,power,ios,south,partner
513,2026-02-11,new,android,west,lifecycle
514,2025-12-17,new,web,west,lifecycle
515,2026-01-23,new,web,west,lifecycle
516,2026-01-16,new,ios,northeast,partner
517,2026-01-19,new,ios,west,organic
518,2026-02-19,returning,web,west,paid_search
519,2026-02-17,new,ios,south,organic
520,2026-01-03,power,ios,west,partner
521,2026-01-24,power,ios,west,organic
522,2026-02-20,returning,android,south,lifecycle
523,2026-02-04,new,web,south,paid_search
524,2026-02-15,returning,web,midwest,organic
525,2026-01-14,new,web,northeast,organic
526,2026-01-03,returning,ios,west,organic
527,2026-01-19,power,ios,northeast,paid_search
528,2026-02-10,power,android,northeast,paid_search
529,2026-02-18,returning,ios,northeast,lifecycle
530,2026-02-01,new,ios,midwest,organic
531,2026-02-02,returning,ios,midwest,paid_search
532,2026-01-19,returning,ios,midwest,paid_search
533,2026-01-06,returning,android,midwest,organic
534,2026-01-13,returning,web,west,paid_search
535,2026-01-18,new,ios,northeast,partner
536,2026-02-10,new,android,midwest,lifecycle
537,2026-01-22,returning,web,northeast,paid_search
538,2026-02-08,new,web,south,organic
539,2025-12-16,new,web,west,paid_search
540,2026-02-05,power,android,south,organic
541,2026-01-19,power,web,south,lifecycle
542,2026-02-22,returning,ios,south,organic
543,2026-01-17,power,android,south,lifecycle
544,2026-01-17,power,ios,west,paid_search
545,2025-12-23,new,android,south,organic
546,2026-02-09,returning,android,south,organic
547,2026-02-02,returning,ios,northeast,organic
548,2026-02-13,new,web,west,lifecycle
549,2025-12-21,returning,ios,west,paid_search
550,2025-12-29,returning,ios,west,lifecycle
551,2026-02-14,returning,ios,south,lifecycle
552,2025-12-17,new,android,south,organic
553,2026-01-19,new,ios,midwest,organic
554,2026-01-12,power,android,northeast,organic
555,2026-02-18,new,ios,west,organic
556,2026-02-12,new,web,midwest,lifecycle
557,2026-02-15,new,web,west,organic
558,2026-01-04,returning,android,west,lifecycle
559,2026-01-25,returning,android,south,organic
560,2026-02-02,returning,web,west,organic
561,2026-02-20,new,web,midwest,partner
562,2025-12-15,new,android,midwest,organic
563,2026-02-21,power,web,midwest,lifecycle
564,2026-01-08,returning,web,south,paid_search
565,2025-12-23,returning,web,midwest,lifecycle
566,2026-01-27,returning,android,south,lifecycle
567,2026-02-07,returning,ios,west,lifecycle
568,2025-12-24,new,ios,west,organic
569,2025-12-17,returning,android,midwest,lifecycle
570,2026-02-15,returning,android,northeast,organic
571,2026-02-18,new,android,west,partner
572,2025-12-25,power,android,south,paid_search
573,2026-02-16,returning,android,midwest,organic
574,2026-02-16,returning,web,northeast,organic
575,2026-02-22,power,ios,south,organic
576,2025-12-30,returning,ios,midwest,organic
577,2026-01-24,power,web,midwest,lifecycle
578,2026-02-22,returning,web,northeast,paid_search
579,2026-02-16,power,web,west,partner
580,2026-01-26,returning,web,northeast,paid_search
581,2025-12-28,returning,web,west,partner
582,2025-12-20,returning,ios,northeast,lifecycle
583,2026-01-02,new,android,west,organic
584,2025-12-19,returning,ios,west,partner
585,2025-12-28,power,android,west,lifecycle
586,2025-12-20,returning,web,south,lifecycle
587,2026-02-06,new,ios,south,organic
588,2026-01-25,new,android,west,organic
589,2026-01-20,new,ios,south,partner
590,2026-02-09,new,ios,south,organic
591,2026-01-12,power,ios,midwest,lifecycle
592,2026-01-12,returning,ios,northeast,organic
593,2025-12-29,new,web,midwest,lifecycle
594,2026-01-15,returning,android,west,paid_search
595,2025-12-27,new,web,west,paid_search
596,2026-01-25,new,android,northeast,lifecycle
597,2026-02-22,returning,ios,west,lifecycle
598,2026-01-21,returning,ios,south,lifecycle
599,2026-01-04,power,web,northeast,lifecycle
600,2026-02-01,returning,ios,northeast,organic
601,2026-02-10,returning,web,south,organic
602,2026-01-17,returning,ios,midwest,paid_search
603,2026-01-01,power,android,south,organic
604,2026-02-02,returning,web,midwest,paid_search
605,2025-12-28,power,ios,west,lifecycle
606,2026-02-22,returning,ios,west,paid_search
607,2026-01-06,power,web,midwest,paid_search
608,2026-01-08,new,ios,west,paid_search
609,2026-02-03,returning,android,midwest,paid_search
610,2025-12-15,returning,android,south,paid_search
611,2025-12-29,returning,ios,northeast,partner
612,2025-12-23,returning,web,northeast,organic
613,2026-01-11,power,web,south,organic
614,2026-01-22,power,android,midwest,lifecycle
615,2025-12-27,new,web,west,organic
616,2026-01-08,returning,ios,south,partner
617,2026-02-07,returning,ios,west,organic
618,2026-02-18,returning,android,northeast,paid_search
619,2025-12-15,new,web,northeast,organic
620,2026-01-27,new,ios,northeast,lifecycle
621,2025-12-16,returning,ios,northeast,organic
622,2026-01-20,returning,android,northeast,paid_search
623,2026-02-14,power,web,west,organic
624,2026-02-08,returning,ios,northeast,lifecycle
625,2025-12-31,power,android,south,partner
626,2026-01-02,returning,web,south,organic
627,2026-02-07,returning,android,south,lifecycle
628,2026-02-10,new,ios,south,partner
629,2026-01-03,returning,ios,west,partner
630,2025-12-15,power,android,west,paid_search
631,2026-01-15,power,android,west,paid_search
632,2026-01-27,power,web,south,lifecycle
633,2026-01-15,new,android,northeast,organic
634,2026-02-18,returning,android,midwest,organic
635,2026-02-09,new,web,south,organic
636,2026-02-08,new,android,south,paid_search
637,2025-12-16,returning,android,south,lifecycle
638,2026-02-12,returning,web,west,paid_search
639,2026-02-05,returning,ios,northeast,lifecycle
640,2026-01-11,power,web,west,organic
641,2026-01-25,returning,web,midwest,paid_search
642,2026-02-10,power,ios,midwest,paid_search
643,2026-02-16,new,android,south,lifecycle
644,2026-01-22,new,ios,northeast,paid_search
645,2025-12-17,returning,ios,west,paid_search
646,2026-01-27,power,android,northeast,partner
647,2026-01-31,new,ios,midwest,organic
648,2025-12-19,returning,web,northeast,organic
649,2026-02-10,returning,web,midwest,paid_search
650,2025-12-29,new,web,northeast,lifecycle
651,2026-02-15,returning,ios,northeast,organic
652,2026-01-22,power,ios,south,paid_search
653,2026-01-06,returning,ios,northeast,organic
654,2025-12-19,new,ios,midwest,paid_search
655,2025-12-16,power,web,south,organic
656,2026-02-04,returning,android,northeast,paid_search
657,2026-01-10,power,ios,south,paid_search
658,2026-02-11,new,web,south,organic
659,2025-12-31,returning,android,west,lifecycle
660,2026-02-17,returning,ios,west,paid_search
661,2026-02-18,new,ios,northeast,paid_search
662,2025-12-22,power,android,south,lifecycle
663,2026-01-29,new,web,south,lifecycle
664,2026-02-18,new,ios,west,partner
665,2026-01-06,returning,web,south,paid_search
666,2025-12-19,returning,web,northeast,organic
667,2026-02-14,power,web,northeast,paid_search
668,2026-01-17,power,ios,west,paid_search
669,2025-12-16,new,ios,south,organic
