event_id,session_id,user_id,event_name,event_at,source
150,46,10,search,2026-03-15 09:15:43,product
151,46,10,view_product,2026-03-15 09:16:26,product
152,47,10,view_home,2026-03-21 18:27:00,product
153,47,10,view_product,2026-03-21 18:27:43,product
154,48,10,view_home,2026-03-21 14:44:00,product
155,48,10,view_product,2026-03-21 14:44:43,product
156,49,10,view_home,2026-03-25 09:28:00,product
157,49,10,search,2026-03-25 09:28:43,product
158,49,10,view_product,2026-03-25 09:29:26,product
159,50,10,view_home,2026-03-18 13:18:00,product
160,50,10,view_product,2026-03-18 13:18:43,product
161,50,10,add_to_cart,2026-03-18 13:19:26,product
162,50,10,checkout_start,2026-03-18 13:20:09,product
163,51,11,view_home,2026-03-20 18:49:00,product
164,51,11,view_product,2026-03-20 18:49:43,product
165,52,11,view_home,2026-03-15 09:52:00,product
166,52,11,search,2026-03-15 09:52:43,product
167,52,11,view_product,2026-03-15 09:53:26,product
168,53,11,view_home,2026-03-17 04:01:00,product
169,53,11,search,2026-03-17 04:01:43,product
170,53,11,view_product,2026-03-17 04:02:26,product
171,53,11,purchase,2026-03-17 04:03:09,product
172,54,11,view_home,2026-03-14 11:15:00,product
173,54,11,search,2026-03-14 11:15:43,product
174,54,11,view_product,2026-03-14 11:16:26,product
175,55,11,view_home,2026-03-19 21:45:00,product
176,55,11,view_product,2026-03-19 21:45:43,product
177,56,11,view_home,2026-03-14 21:25:00,product
178,56,11,search,2026-03-14 21:25:43,product
179,56,11,view_product,2026-03-14 21:26:26,product
180,57,11,view_home,2026-03-14 06:39:00,product
181,57,11,search,2026-03-14 06:39:43,product
182,57,11,view_product,2026-03-14 06:40:26,product
183,58,11,view_home,2026-03-10 07:49:00,product
184,58,11,search,2026-03-10 07:49:43,product
185,58,11,view_product,2026-03-10 07:50:26,product
186,59,12,view_home,2026-03-08 04:49:00,product
187,59,12,view_product,2026-03-08 04:49:43,product
188,60,12,view_home,2026-03-08 19:12:00,product
189,60,12,view_product,2026-03-08 19:12:43,product
190,61,13,view_home,2026-03-10 02:56:00,product
191,61,13,view_product,2026-03-10 02:56:43,product
192,61,13,add_to_cart,2026-03-10 02:57:26,product
193,61,13,checkout_start,2026-03-10 02:58:09,product
194,62,13,view_home,2026-03-08 19:41:00,product
195,62,13,search,2026-03-08 19:41:43,product
196,62,13,view_product,2026-03-08 19:42:26,product
197,63,13,view_home,2026-03-05 20:44:00,product
198,63,13,search,2026-03-05 20:44:43,product
199,63,13,view_product,2026-03-05 20:45:26,product
200,64,13,view_home,2026-03-02 23:00:00,product
201,64,13,search,2026-03-02 23:00:43,product
202,64,13,view_product,2026-03-02 23:01:26,product
203,65,13,view_home,2026-03-12 15:28:00,product
204,65,13,search,2026-03-12 15:28:43,product
205,65,13,view_product,2026-03-12 15:29:26,product
206,66,14,view_home,2026-03-14 17:42:00,product
207,66,14,search,2026-03-14 17:42:43,product
208,66,14,view_product,2026-03-14 17:43:26,product
209,67,14,view_home,2026-03-03 22:47:00,product
210,67,14,search,2026-03-03 22:47:43,product
211,67,14,view_product,2026-03-03 22:48:26,product
212,68,14,view_home,2026-03-11 03:24:00,product
213,68,14,search,2026-03-11 03:24:43,product
214,69,14,view_home,2026-03-03 11:04:00,product
215,69,14,search,2026-03-03 11:04:43,product
216,69,14,view_product,2026-03-03 11:05:26,product
217,69,14,add_to_cart,2026-03-03 11:06:09,product
218,69,14,checkout_start,2026-03-03 11:06:52,product
219,70,14,view_home,2026-03-03 23:51:00,product
220,70,14,view_product,2026-03-03 23:51:43,product
221,71,14,view_home,2026-03-16 01:59:00,product
222,71,14,search,2026-03-16 01:59:43,product
223,71,14,add_to_cart,2026-03-16 02:00:26,product
224,71,14,checkout_start,2026-03-16 02:01:09,product
225,72,14,view_home,2026-03-06 22:07:00,product
226,72,14,search,2026-03-06 22:07:43,product
227,72,14,add_to_cart,2026-03-06 22:08:26,product
228,72,14,checkout_start,2026-03-06 22:09:09,product
229,73,14,view_home,2026-03-06 21:33:00,product
230,73,14,search,2026-03-06 21:33:43,product
231,73,14,add_to_cart,2026-03-06 21:34:26,product
232,73,14,checkout_start,2026-03-06 21:35:09,product
233,74,14,view_home,2026-03-09 23:12:00,product
234,74,14,view_product,2026-03-09 23:12:43,product
235,74,14,purchase,2026-03-09 23:13:26,product
236,75,15,view_home,2026-03-10 13:23:00,product
237,75,15,search,2026-03-10 13:23:43,product
238,75,15,view_product,2026-03-10 13:24:26,product
239,76,15,view_home,2026-03-18 04:50:00,product
240,76,15,view_product,2026-03-18 04:50:43,product
241,76,15,add_to_cart,2026-03-18 04:51:26,product
242,76,15,checkout_start,2026-03-18 04:52:09,product
243,77,16,view_home,2026-03-06 18:43:00,product
244,77,16,search,2026-03-06 18:43:43,product
245,78,16,view_home,2026-03-13 18:44:00,product
246,78,16,search,2026-03-13 18:44:43,product
247,78,16,view_product,2026-03-13 18:45:26,product
248,79,16,view_home,2026-03-19 13:38:00,product
249,79,16,search,2026-03-19 13:38:43,product
250,80,17,view_home,2026-03-23 14:25:00,product
251,80,17,view_product,2026-03-23 14:25:43,product
252,81,18,view_home,2026-03-23 05:52:00,product
253,81,18,view_product,2026-03-23 05:52:43,product
254,82,19,view_home,2026-03-05 11:08:00,product
255,82,19,view_product,2026-03-05 11:08:43,product
256,82,19,add_to_cart,2026-03-05 11:09:26,product
257,82,19,checkout_start,2026-03-05 11:10:09,product
258,83,19,view_home,2026-03-06 00:02:00,product
259,84,19,view_home,2026-03-09 10:26:00,product
260,84,19,search,2026-03-09 10:26:43,product
261,84,19,view_product,2026-03-09 10:27:26,product
262,84,19,add_to_cart,2026-03-09 10:28:09,product
263,84,19,checkout_start,2026-03-09 10:28:52,product
264,84,19,purchase,2026-03-09 10:29:35,product
265,85,19,view_home,2026-03-07 19:50:00,product
266,85,19,view_product,2026-03-07 19:50:43,product
267,86,19,view_home,2026-03-10 10:00:00,product
268,86,19,search,2026-03-10 10:00:43,product
269,86,19,view_product,2026-03-10 10:01:26,product
270,86,19,add_to_cart,2026-03-10 10:02:09,product
271,86,19,checkout_start,2026-03-10 10:02:52,product
272,87,19,view_home,2026-03-10 22:16:00,product
273,87,19,search,2026-03-10 22:16:43,product
274,87,19,view_product,2026-03-10 22:17:26,product
275,87,19,purchase,2026-03-10 22:18:09,product
276,88,19,view_home,2026-03-03 11:15:00,product
277,88,19,search,2026-03-03 11:15:43,product
278,88,19,view_product,2026-03-03 11:16:26,product
279,88,19,add_to_cart,2026-03-03 11:17:09,product
280,88,19,checkout_start,2026-03-03 11:17:52,product
281,89,19,view_home,2026-03-05 13:04:00,product
282,89,19,search,2026-03-05 13:04:43,product
283,89,19,view_product,2026-03-05 13:05:26,product
284,90,19,view_home,2026-03-04 18:54:00,product
285,90,19,view_product,2026-03-04 18:54:43,product
286,90,19,add_to_cart,2026-03-04 18:55:26,product
287,90,19,checkout_start,2026-03-04 18:56:09,product
288,91,19,view_home,2026-03-11 20:53:00,product
289,91,19,view_product,2026-03-11 20:53:43,product
290,91,19,add_to_cart,2026-03-11 20:54:26,product
291,91,19,checkout_start,2026-03-11 20:55:09,product
292,92,20,view_home,2026-03-09 10:56:00,product
293,92,20,search,2026-03-09 10:56:43,product
294,92,20,view_product,2026-03-09 10:57:26,product
295,93,20,view_home,2026-03-10 00:56:00,product
296,93,20,view_product,2026-03-10 00:56:43,product
297,94,20,view_home,2026-03-14 16:26:00,product
298,94,20,search,2026-03-14 16:26:43,product
299,94,20,,2026-03-14 16:27:26,product
300,95,21,view_home,2026-03-14 22:50:00,product
301,95,21,search,2026-03-14 22:50:43,product
302,95,21,add_to_cart,2026-03-14 22:51:26,product
303,95,21,checkout_start,2026-03-14 22:52:09,product
304,96,21,view_home,2026-03-18 09:26:00,product
305,97,21,view_home,2026-03-19 18:34:00,product
306,97,21,search,2026-03-19 18:34:43,product
307,97,21,view_product,2026-03-19 18:35:26,product
308,98,21,view_home,2026-03-19 04:30:00,product
309,98,21,search,2026-03-19 04:30:43,product
310,98,21,add_to_cart,2026-03-19 04:31:26,product
311,98,21,checkout_start,2026-03-19 04:32:09,product
312,99,21,view_home,2026-03-15 13:54:00,product
313,99,21,search,2026-03-15 13:54:43,product
314,99,21,add_to_cart,2026-03-15 13:55:26,product
315,99,21,checkout_start,2026-03-15 13:56:09,product
316,100,21,view_home,2026-03-16 14:36:00,product
317,100,21,view_product,2026-03-16 14:36:43,product
318,101,21,view_home,2026-03-18 04:28:00,product
319,101,21,view_product,2026-03-18 04:28:43,product
320,101,21,add_to_cart,2026-03-18 04:29:26,product
321,101,21,checkout_start,2026-03-18 04:30:09,product
322,102,22,view_home,2026-03-03 05:44:00,product
323,102,22,search,2026-03-03 05:44:43,product
324,102,22,view_product,2026-03-03 05:45:26,product
325,103,22,view_home,2026-03-08 10:20:00,product
326,103,22,view_product,2026-03-08 10:20:43,product
327,104,22,view_home,2026-03-04 14:51:00,product
328,105,22,view_home,2026-03-14 04:16:00,product
329,105,22,search,2026-03-14 04:16:43,product
330,105,22,view_product,2026-03-14 04:17:26,product
331,106,22,view_home,2026-03-07 22:13:00,product
332,106,22,search,2026-03-07 22:13:43,product
333,107,22,view_home,2026-03-10 01:17:00,product
334,107,22,view_product,2026-03-10 01:17:43,product
335,107,22,purchase,2026-03-10 01:18:26,product
336,108,23,view_home,2026-03-17 22:04:00,product
337,108,23,search,2026-03-17 22:04:43,product
338,108,23,view_product,2026-03-17 22:05:26,product
339,108,23,add_to_cart,2026-03-17 22:06:09,product
340,108,23,checkout_start,2026-03-17 22:06:52,product
341,109,23,view_home,2026-03-11 21:30:00,product
342,109,23,search,2026-03-11 21:30:43,product
343,110,23,view_home,2026-03-20 00:13:00,product
344,110,23,add_to_cart,2026-03-20 00:13:43,product
345,110,23,checkout_start,2026-03-20 00:14:26,product
346,111,23,view_home,2026-03-23 21:01:00,product
347,111,23,view_product,2026-03-23 21:01:43,product
348,111,23,add_to_cart,2026-03-23 21:02:26,product
349,111,23,checkout_start,2026-03-23 21:03:09,product
350,112,24,view_home,2026-03-09 03:15:00,product
351,112,24,search,2026-03-09 03:15:43,product
352,112,24,view_product,2026-03-09 03:16:26,product
353,112,24,add_to_cart,2026-03-09 03:17:09,product
354,112,24,checkout_start,2026-03-09 03:17:52,product
355,113,24,view_home,2026-03-16 15:26:00,product
356,113,24,view_product,2026-03-16 15:26:43,product
357,113,24,add_to_cart,2026-03-16 15:27:26,product
358,113,24,checkout_start,2026-03-16 15:28:09,product
359,114,24,view_home,2026-03-17 03:47:00,product
360,114,24,view_product,2026-03-17 03:47:43,product
361,114,24,add_to_cart,2026-03-17 03:48:26,product
362,114,24,checkout_start,2026-03-17 03:49:09,product
363,115,24,view_home,2026-03-17 18:56:00,product
364,115,24,search,2026-03-17 18:56:43,product
365,115,24,add_to_cart,2026-03-17 18:57:26,product
366,115,24,checkout_start,2026-03-17 18:58:09,product
367,116,24,view_home,2026-03-16 15:58:00,product
368,116,24,search,2026-03-16 15:58:43,product
369,116,24,view_product,2026-03-16 15:59:26,product
370,116,24,add_to_cart,2026-03-16 16:00:09,product
371,116,24,checkout_start,2026-03-16 16:00:52,product
372,117,24,view_home,2026-03-08 19:34:00,product
373,117,24,search,2026-03-08 19:34:43,product
374,117,24,add_to_cart,2026-03-08 19:35:26,product
375,117,24,checkout_start,2026-03-08 19:36:09,product
376,118,24,view_home,2026-03-20 21:49:00,product
377,118,24,search,2026-03-20 21:49:43,product
378,118,24,view_product,2026-03-20 21:50:26,product
379,118,24,add_to_cart,2026-03-20 21:51:09,product
380,118,24,checkout_start,2026-03-20 21:51:52,product
381,119,24,view_home,2026-03-14 02:10:00,product
382,119,24,search,2026-03-14 02:10:43,product
383,119,24,view_product,2026-03-14 02:11:26,product
384,120,24,view_home,2026-03-11 05:04:00,product
385,120,24,search,2026-03-11 05:04:43,product
386,120,24,view_product,2026-03-11 05:05:26,product
387,121,24,view_home,2026-03-18 19:35:00,product
388,121,24,search,2026-03-18 19:35:43,product
389,121,24,add_to_cart,2026-03-18 19:36:26,product
390,121,24,checkout_start,2026-03-18 19:37:09,product
391,122,25,view_home,2026-03-02 10:24:00,product
392,123,25,view_home,2026-03-03 13:25:00,product
393,123,25,search,2026-03-03 13:25:43,product
394,123,25,view_product,2026-03-03 13:26:26,product
395,123,25,add_to_cart,2026-03-03 13:27:09,product
396,123,25,checkout_start,2026-03-03 13:27:52,product
397,124,25,view_home,2026-03-12 08:15:00,product
398,125,25,view_home,2026-03-08 17:30:00,product
399,125,25,search,2026-03-08 17:30:43,product
400,125,25,view_product,2026-03-08 17:31:26,product
401,125,25,add_to_cart,2026-03-08 17:32:09,product
402,125,25,checkout_start,2026-03-08 17:32:52,product
403,126,26,view_home,2026-03-13 06:16:00,product
404,126,26,search,2026-03-13 06:16:43,product
405,126,26,view_product,2026-03-13 06:17:26,product
406,126,26,purchase,2026-03-13 06:18:09,product
407,127,26,view_home,2026-03-14 21:42:00,product
408,127,26,search,2026-03-14 21:42:43,product
409,127,26,view_product,2026-03-14 21:43:26,product
410,127,26,add_to_cart,2026-03-14 21:44:09,product
411,127,26,checkout_start,2026-03-14 21:44:52,product
412,128,26,view_home,2026-03-17 02:04:00,product
413,128,26,search,2026-03-17 02:04:43,product
414,128,26,view_product,2026-03-17 02:05:26,product
415,128,26,add_to_cart,2026-03-17 02:06:09,product
416,128,26,checkout_start,2026-03-17 02:06:52,product
417,129,27,view_home,2026-03-22 09:01:00,product
418,129,27,view_product,2026-03-22 09:01:43,product
419,129,27,add_to_cart,2026-03-22 09:02:26,product
420,129,27,checkout_start,2026-03-22 09:03:09,product
421,130,27,view_home,2026-03-19 18:19:00,product
422,130,27,search,2026-03-19 18:19:43,product
423,130,27,add_to_cart,2026-03-19 18:20:26,product
424,130,27,checkout_start,2026-03-19 18:21:09,product
425,131,27,view_home,2026-03-18 12:50:00,product
426,131,27,search,2026-03-18 12:50:43,product
427,131,27,view_product,2026-03-18 12:51:26,product
428,131,27,add_to_cart,2026-03-18 12:52:09,product
429,131,27,checkout_start,2026-03-18 12:52:52,product
430,132,27,view_home,2026-03-24 12:11:00,product
431,133,27,view_home,2026-03-17 08:29:00,product
432,133,27,view_product,2026-03-17 08:29:43,product
433,134,27,view_home,2026-03-21 16:51:00,product
434,134,27,view_product,2026-03-21 16:51:43,product
435,135,28,view_home,2026-03-08 16:50:00,product
436,135,28,view_product,2026-03-08 16:50:43,product
437,136,28,view_home,2026-03-07 22:41:00,product
438,136,28,search,2026-03-07 22:41:43,product
439,136,28,view_product,2026-03-07 22:42:26,product
440,137,28,view_home,2026-03-05 20:29:00,product
441,137,28,search,2026-03-05 20:29:43,product
442,137,28,view_product,2026-03-05 20:30:26,product
443,138,29,view_home,2026-03-18 16:09:00,product
444,138,29,view_product,2026-03-18 16:09:43,product
445,139,29,view_home,2026-03-18 09:01:00,product
446,139,29,search,2026-03-18 09:01:43,product
447,139,29,view_product,2026-03-18 09:02:26,product
448,140,29,view_home,2026-03-14 20:14:00,product
449,140,29,search,2026-03-14 20:14:43,product
450,140,29,view_product,2026-03-14 20:15:26,product
451,141,29,view_home,2026-03-15 07:54:00,product
452,141,29,search,2026-03-15 07:54:43,product
453,141,29,view_product,2026-03-15 07:55:26,product
454,142,29,view_home,2026-03-07 08:07:00,product
455,142,29,search,2026-03-07 08:07:43,product
456,142,29,view_product,2026-03-07 08:08:26,product
457,143,30,view_home,2026-03-05 05:31:00,product
458,143,30,search,2026-03-05 05:31:43,product
459,143,30,view_product,2026-03-05 05:32:26,product
460,143,30,add_to_cart,2026-03-05 05:33:09,product
461,143,30,checkout_start,2026-03-05 05:33:52,product
462,144,30,view_home,2026-03-10 21:50:00,product
463,144,30,search,2026-03-10 21:50:43,product
464,145,30,view_home,2026-03-09 22:09:00,product
465,146,30,view_home,2026-03-08 00:30:00,product
466,146,30,view_product,2026-03-08 00:30:43,product
467,146,30,purchase,2026-03-08 00:31:26,product
468,147,30,view_home,2026-03-10 01:45:00,product
469,147,30,search,2026-03-10 01:45:43,product
470,147,30,view_product,2026-03-10 01:46:26,product
471,147,30,add_to_cart,2026-03-10 01:47:09,product
472,147,30,checkout_start,2026-03-10 01:47:52,product
473,148,30,view_home,2026-03-03 13:44:00,product
474,148,30,search,2026-03-03 13:44:43,product
475,148,30,view_product,2026-03-03 13:45:26,product
476,149,30,view_home,2026-03-09 15:34:00,product
477,149,30,search,2026-03-09 15:34:43,product
478,149,30,view_product,2026-03-09 15:35:26,product
479,150,31,view_home,2026-03-17 13:51:00,product
480,150,31,search,2026-03-17 13:51:43,product
481,150,31,view_product,2026-03-17 13:52:26,product
482,150,31,add_to_cart,2026-03-17 13:53:09,product
483,150,31,checkout_start,2026-03-17 13:53:52,product
484,151,31,view_home,2026-03-06 09:01:00,product
485,152,31,view_home,2026-03-05 07:09:00,product
486,153,32,view_home,2026-03-15 18:42:00,product
487,153,32,search,2026-03-15 18:42:43,product
488,153,32,view_product,2026-03-15 18:43:26,product
489,153,32,add_to_cart,2026-03-15 18:44:09,product
490,153,32,checkout_start,2026-03-15 18:44:52,product
491,154,32,view_home,2026-03-20 02:16:00,product
492,154,32,search,2026-03-20 02:16:43,product
493,154,32,view_product,2026-03-20 02:17:26,product
494,154,32,add_to_cart,2026-03-20 02:18:09,product
495,154,32,checkout_start,2026-03-20 02:18:52,product
496,155,32,view_home,2026-03-27 02:11:00,product
497,155,32,search,2026-03-27 02:11:43,product
498,155,32,view_product,2026-03-27 02:12:26,product
499,156,32,view_home,2026-03-24 19:27:00,product
500,156,32,view_product,2026-03-24 19:27:43,product
501,156,32,add_to_cart,2026-03-24 19:28:26,product
502,156,32,checkout_start,2026-03-24 19:29:09,product
503,157,32,view_home,2026-03-20 07:57:00,product
504,158,32,view_home,2026-03-16 08:29:00,product
505,158,32,add_to_cart,2026-03-16 08:29:43,product
506,158,32,checkout_start,2026-03-16 08:30:26,product
507,159,33,view_home,2026-03-10 04:27:00,product
508,159,33,search,2026-03-10 04:27:43,product
509,159,33,view_product,2026-03-10 04:28:26,product
510,159,33,add_to_cart,2026-03-10 04:29:09,product
511,159,33,checkout_start,2026-03-10 04:29:52,product
512,160,33,view_home,2026-03-13 09:06:00,product
513,160,33,search,2026-03-13 09:06:43,product
514,160,33,view_product,2026-03-13 09:07:26,product
515,160,33,purchase,2026-03-13 09:08:09,product
516,161,33,view_home,2026-03-11 21:44:00,product
517,161,33,view_product,2026-03-11 21:44:43,product
518,162,33,view_home,2026-03-14 09:58:00,product
519,162,33,view_product,2026-03-14 09:58:43,product
520,163,33,view_home,2026-03-13 19:11:00,product
521,163,33,search,2026-03-13 19:11:43,product
522,164,34,view_home,2026-03-12 14:10:00,product
523,164,34,view_product,2026-03-12 14:10:43,product
524,165,34,view_home,2026-03-09 22:32:00,product
525,165,34,search,2026-03-09 22:32:43,product
526,165,34,view_product,2026-03-09 22:33:26,product
527,165,34,add_to_cart,2026-03-09 22:34:09,product
528,165,34,checkout_start,2026-03-09 22:34:52,product
529,166,34,view_home,2026-03-12 22:32:00,product
530,166,34,view_product,2026-03-12 22:32:43,product
531,167,34,view_home,2026-03-05 12:43:00,product
532,167,34,view_product,2026-03-05 12:43:43,product
533,168,35,view_home,2026-03-12 12:12:00,product
534,168,35,search,2026-03-12 12:12:43,product
535,168,35,view_product,2026-03-12 12:13:26,product
536,169,35,view_home,2026-03-08 14:34:00,product
537,169,35,search,2026-03-08 14:34:43,product
538,169,35,view_product,2026-03-08 14:35:26,product
539,169,35,add_to_cart,2026-03-08 14:36:09,product
540,169,35,checkout_start,2026-03-08 14:36:52,product
541,170,35,view_home,2026-03-13 14:27:00,product
542,170,35,view_product,2026-03-13 14:27:43,product
543,170,35,add_to_cart,2026-03-13 14:28:26,product
544,170,35,checkout_start,2026-03-13 14:29:09,product
545,170,35,purchase,2026-03-13 14:29:52,product
546,171,35,view_home,2026-03-21 11:41:00,product
547,171,35,search,2026-03-21 11:41:43,product
548,171,35,view_product,2026-03-21 11:42:26,product
549,172,35,view_home,2026-03-20 16:06:00,product
550,172,35,search,2026-03-20 16:06:43,product
551,172,35,view_product,2026-03-20 16:07:26,product
552,172,35,add_to_cart,2026-03-20 16:08:09,product
553,172,35,checkout_start,2026-03-20 16:08:52,product
