session_id,user_id,started_at,duration_seconds,device
326,73,2026-03-20 06:43:00,513,android
327,73,2026-03-11 08:22:00,551,android
328,73,2026-03-12 10:47:00,491,android
329,73,2026-03-08 07:35:00,581,android
330,74,2026-03-14 19:11:00,336,web
331,75,2026-03-08 13:26:00,204,web
332,75,2026-03-17 17:02:00,219,web
333,75,2026-03-05 14:20:00,413,web
334,75,2026-03-11 02:55:00,742,web
335,76,2026-03-11 00:07:00,437,ios
336,76,2026-03-14 07:35:00,110,ios
337,77,2026-03-10 02:10:00,379,android
338,77,2026-03-12 00:44:00,383,android
339,78,2026-03-10 08:33:00,276,android
340,78,2026-03-08 20:32:00,184,android
341,78,2026-03-09 03:45:00,352,android
342,78,2026-03-14 02:27:00,273,android
343,78,2026-03-16 09:16:00,420,android
344,79,2026-03-22 17:03:00,236,android
345,79,2026-03-23 12:37:00,296,android
346,80,2026-03-02 16:32:00,278,ios
347,80,2026-03-09 08:17:00,286,ios
348,80,2026-03-03 10:06:00,322,ios
349,80,2026-03-11 02:25:00,157,ios
350,80,2026-03-11 14:37:00,354,ios
351,80,2026-03-13 02:45:00,199,ios
352,81,2026-03-14 14:41:00,357,ios
353,81,2026-03-06 14:34:00,253,ios
354,81,2026-03-10 00:15:00,327,ios
355,81,2026-03-08 00:18:00,345,ios
356,81,2026-03-15 09:58:00,461,ios
357,82,2026-03-18 05:18:00,281,web
358,82,2026-03-28 02:27:00,363,web
359,82,2026-03-17 14:32:00,294,web
360,83,2026-03-19 10:25:00,497,web
361,83,2026-03-21 07:28:00,406,web
362,83,2026-03-17 23:57:00,319,web
363,83,2026-03-22 20:24:00,384,web
364,83,2026-03-18 18:15:00,381,web
365,84,2026-03-12 19:45:00,313,web
366,84,2026-03-22 03:14:00,352,web
367,84,2026-03-13 18:00:00,95,web
368,84,2026-03-10 14:25:00,275,web
369,84,2026-03-17 13:43:00,546,web
370,85,2026-03-14 20:16:00,123,web
371,85,2026-03-12 10:37:00,392,web
372,85,2026-03-03 05:52:00,59,web
373,85,2026-03-10 15:23:00,396,web
374,85,2026-03-13 18:41:00,242,web
375,86,2026-03-13 14:04:00,511,web
376,86,2026-03-09 09:41:00,276,web
377,86,2026-03-12 11:22:00,260,web
378,87,2026-03-08 03:57:00,174,web
379,87,2026-03-16 05:45:00,369,web
380,88,2026-03-13 01:00:00,280,web
381,88,2026-03-12 23:23:00,431,web
382,88,2026-03-15 03:41:00,489,web
383,88,2026-03-11 22:23:00,334,web
384,88,2026-03-09 14:24:00,290,web
385,88,2026-03-13 14:34:00,384,web
386,89,2026-03-06 02:04:00,269,android
387,89,2026-03-08 10:41:00,241,android
388,89,2026-03-10 18:22:00,366,android
389,90,2026-03-17 08:42:00,524,android
390,90,2026-03-19 14:01:00,321,android
391,90,2026-03-16 20:49:00,330,android
392,90,2026-03-15 13:32:00,273,android
393,90,2026-03-16 20:41:00,323,android
394,91,2026-03-10 21:22:00,264,ios
395,91,2026-03-15 12:57:00,90,ios
396,92,2026-03-16 07:08:00,470,android
397,92,2026-03-06 02:45:00,371,android
398,92,2026-03-08 21:31:00,523,android
399,93,2026-03-14 01:26:00,322,ios
400,93,2026-03-05 02:16:00,186,ios
401,93,2026-03-03 06:51:00,421,ios
402,93,2026-03-12 22:24:00,313,ios
403,93,2026-03-03 21:33:00,83,ios
404,93,2026-03-12 22:27:00,303,ios
405,94,2026-03-22 19:14:00,308,ios
406,94,2026-03-23 00:07:00,359,ios
407,94,2026-03-18 06:42:00,293,ios
408,94,2026-03-27 08:00:00,262,ios
409,94,2026-03-24 20:32:00,310,ios
410,94,2026-03-27 03:35:00,301,ios
411,94,2026-03-14 19:52:00,384,ios
412,94,2026-03-15 12:00:00,319,ios
413,95,2026-03-15 12:57:00,218,android
414,95,2026-03-21 20:01:00,354,android
415,96,2026-03-20 18:32:00,175,android
416,96,2026-03-15 03:02:00,332,android
417,96,2026-03-13 16:30:00,273,android
418,96,2026-03-09 22:20:00,308,android
419,96,2026-03-13 10:06:00,324,android
420,97,2026-03-20 02:49:00,258,ios
421,97,2026-03-14 04:57:00,389,ios
422,97,2026-03-22 17:07:00,149,ios
423,98,2026-03-20 06:12:00,247,web
424,98,2026-03-17 21:17:00,310,web
425,99,2026-03-14 13:35:00,264,web
426,99,2026-03-06 19:39:00,335,web
427,99,2026-03-07 03:18:00,283,web
428,100,2026-03-08 07:58:00,584,ios
429,100,2026-03-21 01:46:00,646,ios
430,100,2026-03-12 14:52:00,563,ios
431,100,2026-03-20 20:48:00,354,ios
432,100,2026-03-18 22:49:00,374,ios
433,100,2026-03-20 13:41:00,245,ios
434,100,2026-03-18 22:31:00,478,ios
435,101,2026-03-22 16:51:00,581,ios
436,101,2026-03-13 13:34:00,409,ios
437,101,2026-03-14 16:56:00,468,ios
438,101,2026-03-18 22:16:00,488,ios
439,101,2026-03-26 10:44:00,266,ios
440,101,2026-03-13 18:23:00,513,ios
441,101,2026-03-17 13:38:00,245,ios
442,102,2026-03-05 15:38:00,186,ios
443,102,2026-03-12 08:09:00,32,ios
444,102,2026-03-13 22:35:00,169,ios
445,102,2026-03-09 15:38:00,252,ios
446,102,2026-03-13 09:01:00,173,ios
447,103,2026-03-26 13:19:00,360,web
448,103,2026-03-16 06:06:00,248,web
449,103,2026-03-27 21:59:00,473,web
450,104,2026-03-05 00:25:00,335,web
451,104,2026-03-07 13:31:00,450,web
452,104,2026-03-13 17:44:00,515,web
453,104,2026-03-11 14:57:00,492,web
454,104,2026-03-05 12:02:00,497,web
455,104,2026-03-13 05:53:00,376,web
456,104,2026-03-10 15:42:00,320,web
457,104,2026-03-02 16:49:00,578,web
458,104,2026-03-07 01:10:00,605,web
459,104,2026-03-04 19:56:00,556,web
460,105,2026-03-11 08:02:00,414,ios
461,105,2026-03-11 06:06:00,129,ios
462,105,2026-03-18 06:23:00,335,ios
463,106,2026-03-14 19:23:00,63,web
464,106,2026-03-09 12:31:00,53,web
465,106,2026-03-06 06:41:00,456,web
466,106,2026-03-06 07:28:00,458,web
467,106,2026-03-19 09:50:00,353,web
468,107,2026-03-23 13:02:00,463,ios
469,107,2026-03-20 09:06:00,534,ios
470,108,2026-03-16 04:42:00,303,android
471,108,2026-03-09 00:47:00,141,android
472,108,2026-03-12 04:51:00,435,android
473,109,2026-03-14 10:21:00,157,web
474,109,2026-03-14 02:03:00,249,web
475,110,2026-03-15 22:11:00,529,ios
476,110,2026-03-14 15:47:00,138,ios
477,110,2026-03-12 19:55:00,372,ios
478,110,2026-03-11 09:10:00,398,ios
479,111,2026-03-15 22:37:00,103,ios
480,111,2026-03-11 12:00:00,250,ios
481,112,2026-03-15 01:53:00,319,android
482,112,2026-03-23 16:05:00,266,android
483,112,2026-03-19 09:44:00,292,android
484,113,2026-03-13 20:14:00,296,android
485,113,2026-03-13 04:30:00,370,android
486,113,2026-03-18 18:39:00,188,android
487,114,2026-03-07 09:33:00,308,web
488,114,2026-03-11 11:53:00,346,web
489,114,2026-03-06 14:51:00,440,web
490,115,2026-03-18 14:23:00,258,web
491,115,2026-03-20 23:51:00,244,web
492,116,2026-03-18 01:45:00,286,ios
493,116,2026-03-15 11:20:00,668,ios
494,116,2026-03-10 15:33:00,324,ios
495,116,2026-03-09 15:29:00,381,ios
496,116,2026-03-14 02:52:00,274,ios
497,116,2026-03-08 08:21:00,384,ios
498,116,2026-03-13 10:30:00,345,ios
499,116,2026-03-07 16:12:00,443,ios
500,116,2026-03-13 06:10:00,519,ios
501,116,2026-03-06 04:07:00,223,ios
502,116,2026-03-08 03:58:00,412,ios
503,116,2026-03-18 15:32:00,504,ios
504,116,2026-03-13 10:42:00,585,ios
505,117,2026-03-11 19:47:00,280,ios
506,117,2026-03-19 02:00:00,151,ios
507,117,2026-03-13 23:24:00,186,ios
508,117,2026-03-14 15:55:00,114,ios
509,117,2026-03-06 01:50:00,198,ios
510,117,2026-03-17 03:08:00,292,ios
511,117,2026-03-19 05:53:00,156,ios
512,118,2026-03-11 14:03:00,144,web
513,118,2026-03-17 06:07:00,95,web
514,118,2026-03-17 17:16:00,248,web
515,118,2026-03-19 11:03:00,333,web
516,118,2026-03-12 10:19:00,248,web
517,118,2026-03-24 07:26:00,474,web
518,118,2026-03-18 04:17:00,251,web
519,119,2026-03-08 07:58:00,124,ios
520,119,2026-03-15 02:05:00,381,ios
521,119,2026-03-11 11:51:00,225,ios
522,120,2026-03-04 10:54:00,379,web
523,120,2026-03-05 06:15:00,594,web
524,120,2026-03-10 11:34:00,582,web
525,120,2026-03-03 13:04:00,371,web
526,121,2026-03-06 23:28:00,189,android
527,121,2026-03-13 12:14:00,350,android
528,121,2026-03-13 04:09:00,171,android
529,121,2026-03-05 09:50:00,203,android
530,121,2026-03-11 00:49:00,192,android
531,121,2026-03-13 12:45:00,323,android
532,122,2026-03-19 01:34:00,437,ios
533,122,2026-03-17 19:03:00,479,ios
534,122,2026-03-14 09:37:00,142,ios
535,122,2026-03-19 21:12:00,371,ios
536,122,2026-03-24 07:31:00,270,ios
537,122,2026-03-14 02:16:00,232,ios
538,122,2026-03-17 22:17:00,195,ios
539,122,2026-03-23 12:07:00,98,ios
540,122,2026-03-14 00:51:00,216,ios
541,123,2026-03-15 19:48:00,334,web
542,123,2026-03-18 12:52:00,30,web
543,124,2026-03-18 21:45:00,150,ios
544,124,2026-03-18 13:52:00,275,ios
545,124,2026-03-19 04:32:00,230,ios
546,124,2026-03-12 10:20:00,412,ios
547,124,2026-03-08 17:15:00,597,ios
548,124,2026-03-07 14:25:00,284,ios
549,124,2026-03-12 06:01:00,300,ios
550,125,2026-03-12 19:19:00,401,android
551,126,2026-03-04 21:28:00,446,android
552,126,2026-03-12 01:18:00,417,android
553,127,2026-03-15 16:32:00,255,android
554,128,2026-03-03 12:28:00,391,android
555,128,2026-03-06 03:26:00,422,android
556,129,2026-03-17 02:00:00,368,android
557,129,2026-03-20 16:50:00,305,android
558,129,2026-03-19 09:33:00,320,android
559,129,2026-03-18 20:10:00,300,android
560,130,2026-03-21 07:37:00,260,web
561,130,2026-03-19 02:20:00,175,web
562,131,2026-03-20 18:32:00,327,web
563,131,2026-03-19 12:09:00,393,web
564,132,2026-03-15 07:00:00,476,android
565,132,2026-03-17 12:51:00,432,android
566,132,2026-03-16 22:06:00,205,android
567,132,2026-03-14 12:13:00,695,android
568,132,2026-03-05 00:42:00,423,android
569,132,2026-03-07 21:47:00,489,android
570,132,2026-03-16 17:55:00,393,android
571,132,2026-03-07 05:59:00,522,android
572,132,2026-03-04 22:55:00,204,android
573,132,2026-03-05 09:35:00,291,android
574,132,2026-03-10 16:59:00,434,android
575,133,2026-03-18 21:42:00,93,ios
576,133,2026-03-18 14:57:00,348,ios
577,133,2026-03-20 04:46:00,486,ios
578,133,2026-03-23 01:18:00,413,ios
579,134,2026-03-10 17:59:00,424,web
580,134,2026-03-20 08:40:00,326,web
581,134,2026-03-11 08:47:00,276,web
582,135,2026-03-20 07:11:00,348,web
583,135,2026-03-15 13:10:00,363,web
584,135,2026-03-26 03:07:00,152,web
585,136,2026-03-06 01:22:00,134,ios
586,136,2026-03-10 04:17:00,366,ios
587,136,2026-03-14 12:12:00,207,ios
588,137,2026-03-23 01:25:00,358,android
589,137,2026-03-18 16:55:00,240,android
590,137,2026-03-13 16:13:00,409,android
591,137,2026-03-18 12:08:00,491,android
592,137,2026-03-22 15:16:00,345,android
593,137,2026-03-21 19:54:00,500,android
594,137,2026-03-11 19:31:00,297,android
595,137,2026-03-13 17:17:00,232,android
596,138,2026-03-16 23:29:00,229,android
597,139,2026-03-09 15:44:00,331,ios
598,139,2026-03-10 17:38:00,286,ios
599,140,2026-03-22 23:38:00,140,android
600,140,2026-03-18 09:06:00,257,android
601,140,2026-03-23 10:40:00,118,android
602,141,2026-03-11 07:58:00,440,ios
603,141,2026-03-13 14:08:00,351,ios
604,141,2026-03-14 13:20:00,278,ios
605,141,2026-03-09 03:50:00,331,ios
606,141,2026-03-12 02:55:00,250,ios
607,142,2026-03-11 17:24:00,106,web
608,142,2026-03-07 08:09:00,290,web
609,142,2026-03-10 04:13:00,438,web
610,143,2026-03-19 05:24:00,315,web
611,143,2026-03-18 08:58:00,463,web
612,143,2026-03-23 14:58:00,371,web
613,144,2026-03-09 23:12:00,398,web
614,144,2026-03-12 18:06:00,114,web
615,144,2026-03-02 20:42:00,320,web
616,144,2026-03-15 00:18:00,345,web
617,145,2026-03-12 01:07:00,365,android
618,145,2026-03-17 05:10:00,184,android
619,145,2026-03-12 09:19:00,355,android
620,146,2026-03-14 14:01:00,288,ios
621,146,2026-03-08 20:33:00,208,ios
622,147,2026-03-16 09:50:00,201,web
623,147,2026-03-11 19:41:00,382,web
624,147,2026-03-07 13:46:00,30,web
625,147,2026-03-11 10:42:00,275,web
626,148,2026-03-26 17:13:00,106,web
627,149,2026-03-19 12:27:00,260,android
628,149,2026-03-15 12:39:00,276,android
629,150,2026-03-09 20:35:00,283,web
630,150,2026-03-17 03:53:00,246,web
631,150,2026-03-11 15:13:00,259,web
632,151,2026-03-12 14:06:00,517,ios
633,151,2026-03-06 06:11:00,443,ios
634,151,2026-03-04 15:10:00,364,ios
635,151,2026-03-08 10:19:00,542,ios
636,151,2026-03-10 15:02:00,569,ios
637,152,2026-03-13 08:33:00,392,web
638,152,2026-03-09 21:19:00,548,web
639,152,2026-03-12 01:09:00,375,web
640,152,2026-03-05 10:09:00,297,web
641,152,2026-03-13 09:40:00,479,web
642,152,2026-03-06 23:05:00,423,web
643,152,2026-03-05 23:47:00,402,web
644,152,2026-03-03 10:49:00,250,web
645,153,2026-03-10 03:31:00,300,ios
646,153,2026-03-12 08:56:00,302,ios
647,153,2026-03-06 08:25:00,389,ios
648,154,2026-03-20 07:38:00,277,ios
649,154,2026-03-18 02:41:00,291,ios
650,154,2026-03-23 15:50:00,503,ios
651,155,2026-03-22 02:36:00,145,android
652,156,2026-03-18 03:58:00,424,ios
653,156,2026-03-19 05:40:00,273,ios
